1.088930093333431e-18,1.100000000000000e-06
1.185768748167164e-18,1.099999999999999e-06
1.291219273613536e-18,1.099999999999999e-06
1.406047524129913e-18,1.100000000000000e-06
1.531087461682025e-18,1.099999999999999e-06
1.667247212551068e-18,1.100000000000001e-06
1.815515662773137e-18,1.100000000000000e-06
1.976969640111857e-18,1.099999999999999e-06
2.152781734724365e-18,1.100000000000000e-06
2.344228815319927e-18,1.099999999999999e-06
2.552701302661247e-18,1.100000000000000e-06
2.779713267759282e-18,1.099999999999999e-06
3.026913428101317e-18,1.100000000000000e-06
3.296097121774582e-18,1.100000000000000e-06
3.589219346450049e-18,1.099999999999999e-06
3.908408957924009e-18,1.100000000000000e-06
4.255984131337444e-18,1.100000000000000e-06
4.634469197362884e-18,1.099999999999999e-06
5.046612975635274e-18,1.100000000000000e-06
5.495408738576224e-18,1.099999999999999e-06
5.984115950603209e-18,1.100000000000000e-06
6.516283940608426e-18,1.100000000000000e-06
7.095777679633872e-18,1.099999999999999e-06
7.726805850957050e-18,1.099999999999999e-06
8.413951416451960e-18,1.099999999999999e-06
9.162204901219990e-18,1.099999999999999e-06
9.977000638225510e-18,1.100000000000000e-06
1.086425623617069e-17,1.100000000000000e-06
1.183041555725166e-17,1.100000000000000e-06
1.288249551693132e-17,1.099999999999999e-06
1.402813704561953e-17,1.099999999999999e-06
1.527566058238076e-17,1.099999999999999e-06
1.663412650370170e-17,1.100000000000000e-06
1.811340092619599e-17,1.100000000000000e-06
1.972422736114861e-17,1.100000000000000e-06
2.147830474130538e-17,1.100000000000000e-06
2.338837238659353e-17,1.099999999999999e-06
2.546830252585034e-17,1.100000000000000e-06
2.773320104651849e-17,1.099999999999999e-06
3.019951720402019e-17,1.100000000000000e-06
3.288516308759826e-17,1.100000000000000e-06
3.580964371026348e-17,1.099999999999999e-06
3.899419866765443e-17,1.099999999999999e-06
4.246195639463131e-17,1.099999999999999e-06
4.623810213992594e-17,1.100000000000000e-06
5.035006087879027e-17,1.099999999999999e-06
5.482769649208548e-17,1.100000000000000e-06
5.970352865838366e-17,1.099999999999999e-06
6.501296903430889e-17,1.100000000000000e-06
7.079457843841402e-17,1.099999999999999e-06
7.709034690644308e-17,1.100000000000000e-06
8.394599865193960e-17,1.099999999999999e-06
9.141132414702470e-17,1.100000000000000e-06
9.954054173515290e-17,1.099999999999999e-06
1.083926914021204e-16,1.100000000000001e-06
1.180320635651727e-16,1.099999999999999e-06
1.285286659943615e-16,1.099999999999999e-06
1.399587322572621e-16,1.100000000000000e-06
1.524052753797291e-16,1.100000000000000e-06
