1.267681930513577e-03,5.821167390265027e-59
1.607017476950629e-03,1.496890423075099e-58
2.037187017549831e-03,3.848431085495333e-58
2.582505171224765e-03,9.892537374158920e-58
3.273795141019506e-03,2.542582791275907e-57
4.150130944473575e-03,6.534258150715718e-57
5.261046007574396e-03,1.679111220032286e-56
6.669332959402657e-03,4.314505606934894e-56
8.454592881213390e-03,1.108552482234602e-55
1.071773462536293e-02,2.848125707023947e-55
1.358667852061229e-02,7.317170002559735e-55
1.722358685627714e-02,1.879795666589489e-54
2.183402983633367e-02,4.829071974272160e-54
2.767860509381450e-02,1.240520511529406e-53
3.508766753924968e-02,3.186638218633221e-53
4.448000212337461e-02,8.185610356711470e-53
5.638649496100752e-02,2.102614576713771e-52
7.148014078706407e-02,5.400813618911015e-52
9.061408286632770e-02,1.387235365425359e-51
1.148698354997035e-01,3.563140504499322e-51
1.456184148240412e-01,9.151828875233120e-51
1.845978332224674e-01,2.350580885035597e-50
2.340113375880807e-01,6.037192828206916e-50
2.966519441957225e-01,1.550556498372206e-49
3.760603093086394e-01,3.982290452662658e-49
4.767248588939088e-01,1.022753890903657e-48
6.043354894464428e-01,2.626650351897609e-48
7.661051799393340e-01,6.745689455844481e-48
9.711776934819460e-01,1.732380929291667e-47
1.231144413344916e+00,4.448907956026762e-47
1.560699526650088e+00,1.142500556445484e-46
1.978470588895409e+00,2.933947846218642e-46
2.508071415595266e+00,7.534272007421236e-46
3.179436813987726e+00,1.934742316889402e-45
4.030514598301896e+00,4.968186135223205e-45
5.109410526938502e+00,1.275749633471433e-44
6.477107400575792e+00,3.275864073915172e-44
8.210912013705700e+00,8.411609185707540e-44
1.040882479281156e+01,2.159857268733865e-43
1.319507910772895e+01,5.545793923491635e-43
1.672716335656518e+01,1.423951070620542e-42
2.120472273586653e+01,3.656108125728189e-42
2.688084385380840e+01,9.387189108957550e-42
3.407636003042988e+01,2.410153098415110e-41
4.319798586825099e+01,6.187941101615755e-41
5.476130611976268e+01,1.588693583854127e-40
6.941991825934564e+01,4.078744369585854e-40
8.800237599510210e+01,1.047140985684756e-39
1.115590218912525e+02,2.688289912815774e-39
1.414213562373095e+02,6.901432804923856e-39
1.792772978907606e+02,1.771717976750712e-38
2.272665910874172e+02,4.548225894438987e-38
2.881017509309364e+02,1.167566206195557e-37
3.652213838044716e+02,2.997181216762131e-37
4.629845488860920e+02,7.693720929700058e-37
5.869171467298793e+02,1.974930135048611e-36
7.440242616180528e+02,5.069426934975830e-36
9.431861123169130e+02,1.301241074396457e-35
1.195659991695498e+03,3.340014587149667e-35
1.515716566510398e+03,8.572956235271740e-35
1.921446503145309e+03,2.200414171656133e-34
2.435783012485810e+03,5.647676080674747e-34
3.087798111580184e+03,1.449527918875622e-33
3.914345871124148e+03,3.720272800359688e-33
4.962145530604514e+03,9.548041950648260e-33
6.290422225726041e+03,2.450445895772880e-32
